2021-07-17 12:21:47,594 Experiment dir : saves/DQN-SOFT-NoBuffer-20210717-122147
2021-07-17 12:21:47,594 Args: Namespace(gpu='0', save='DQN-SOFT-NoBuffer', max_episodes=200, with_buffer=False, with_target=True)
2021-07-17 12:21:47,598 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:21:47,598 training_params: {'batch_size': 1, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'soft', 'tau': 0.01, 'target_update_period': 15, 'grad_clip': 0.1}
2021-07-17 12:21:47,792 Episode: 1 | Current target score 0 | Score: 11.0
2021-07-17 12:21:47,996 Episode: 2 | Current target score 11.0 | Score: 17.0
2021-07-17 12:21:48,110 Episode: 3 | Current target score 11.0 | Score: 19.0
2021-07-17 12:21:48,219 Episode: 4 | Current target score 11.0 | Score: 15.0
2021-07-17 12:21:48,329 Episode: 5 | Current target score 11.0 | Score: 29.0
2021-07-17 12:21:48,456 Episode: 6 | Current target score 11.0 | Score: 17.0
2021-07-17 12:21:48,581 Episode: 7 | Current target score 15.0 | Score: 15.0
2021-07-17 12:21:48,662 Episode: 8 | Current target score 15.0 | Score: 16.0
2021-07-17 12:21:48,744 Episode: 9 | Current target score 15.0 | Score: 17.0
2021-07-17 12:21:48,818 Episode: 10 | Current target score 15.0 | Score: 15.0
2021-07-17 12:21:48,890 Episode: 11 | Current target score 15.0 | Score: 15.0
2021-07-17 12:21:48,974 Episode: 12 | Current target score 15.0 | Score: 17.0
2021-07-17 12:21:49,040 Episode: 13 | Current target score 15.0 | Score: 13.0
2021-07-17 12:21:49,101 Episode: 14 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:49,161 Episode: 15 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:49,236 Episode: 16 | Current target score 15.0 | Score: 16.0
2021-07-17 12:21:49,335 Episode: 17 | Current target score 15.0 | Score: 35.0
2021-07-17 12:21:49,447 Episode: 18 | Current target score 15.0 | Score: 14.0
2021-07-17 12:21:49,524 Episode: 19 | Current target score 15.0 | Score: 15.0
2021-07-17 12:21:49,592 Episode: 20 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:49,659 Episode: 21 | Current target score 15.0 | Score: 14.0
2021-07-17 12:21:49,734 Episode: 22 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:49,793 Episode: 23 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:49,865 Episode: 24 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:49,929 Episode: 25 | Current target score 15.0 | Score: 14.0
2021-07-17 12:21:49,987 Episode: 26 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:50,052 Episode: 27 | Current target score 15.0 | Score: 16.0
2021-07-17 12:21:50,108 Episode: 28 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:50,164 Episode: 29 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:50,223 Episode: 30 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:50,281 Episode: 31 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:50,342 Episode: 32 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:50,401 Episode: 33 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:50,461 Episode: 34 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:50,520 Episode: 35 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:50,581 Episode: 36 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:50,641 Episode: 37 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:50,704 Episode: 38 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:50,770 Episode: 39 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:50,836 Episode: 40 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:50,899 Episode: 41 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:50,966 Episode: 42 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:51,022 Episode: 43 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:51,082 Episode: 44 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,141 Episode: 45 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:51,201 Episode: 46 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,261 Episode: 47 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,320 Episode: 48 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,380 Episode: 49 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:51,441 Episode: 50 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:51,585 Episode: 51 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:51,648 Episode: 52 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,713 Episode: 53 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:51,777 Episode: 54 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:51,841 Episode: 55 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:51,905 Episode: 56 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:51,970 Episode: 57 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,035 Episode: 58 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,099 Episode: 59 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:52,166 Episode: 60 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:52,232 Episode: 61 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:52,301 Episode: 62 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,369 Episode: 63 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,443 Episode: 64 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,512 Episode: 65 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:52,582 Episode: 66 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:52,651 Episode: 67 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:52,721 Episode: 68 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:52,793 Episode: 69 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,867 Episode: 70 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:52,943 Episode: 71 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:53,017 Episode: 72 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:53,092 Episode: 73 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,166 Episode: 74 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,242 Episode: 75 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,317 Episode: 76 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:53,393 Episode: 77 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:53,471 Episode: 78 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,552 Episode: 79 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,631 Episode: 80 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:53,712 Episode: 81 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,792 Episode: 82 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:53,873 Episode: 83 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:53,946 Episode: 84 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:54,021 Episode: 85 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,098 Episode: 86 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,179 Episode: 87 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,256 Episode: 88 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,331 Episode: 89 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:54,409 Episode: 90 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:54,488 Episode: 91 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,564 Episode: 92 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:54,643 Episode: 93 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:54,725 Episode: 94 | Current target score 15.0 | Score: 13.0
2021-07-17 12:21:54,802 Episode: 95 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:54,881 Episode: 96 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:54,962 Episode: 97 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:55,046 Episode: 98 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:55,131 Episode: 99 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:55,216 Episode: 100 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:55,394 Episode: 101 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:55,476 Episode: 102 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:55,561 Episode: 103 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:55,647 Episode: 104 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:55,732 Episode: 105 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:55,819 Episode: 106 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:55,906 Episode: 107 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:55,992 Episode: 108 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:56,083 Episode: 109 | Current target score 15.0 | Score: 13.0
2021-07-17 12:21:56,171 Episode: 110 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:56,264 Episode: 111 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:56,351 Episode: 112 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:56,443 Episode: 113 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:56,530 Episode: 114 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:56,619 Episode: 115 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:56,709 Episode: 116 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:56,801 Episode: 117 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:56,894 Episode: 118 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:56,988 Episode: 119 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:57,083 Episode: 120 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:57,178 Episode: 121 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:57,272 Episode: 122 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:57,367 Episode: 123 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:57,463 Episode: 124 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:57,564 Episode: 125 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:57,662 Episode: 126 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:57,760 Episode: 127 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:57,855 Episode: 128 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:57,951 Episode: 129 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:58,051 Episode: 130 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:58,151 Episode: 131 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:58,247 Episode: 132 | Current target score 15.0 | Score: 8.0
2021-07-17 12:21:58,347 Episode: 133 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:58,448 Episode: 134 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:58,548 Episode: 135 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:58,651 Episode: 136 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:58,755 Episode: 137 | Current target score 15.0 | Score: 11.0
2021-07-17 12:21:58,859 Episode: 138 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:58,964 Episode: 139 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:59,069 Episode: 140 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:59,175 Episode: 141 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:59,280 Episode: 142 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:59,386 Episode: 143 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:59,496 Episode: 144 | Current target score 15.0 | Score: 12.0
2021-07-17 12:21:59,604 Episode: 145 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:59,714 Episode: 146 | Current target score 15.0 | Score: 10.0
2021-07-17 12:21:59,822 Episode: 147 | Current target score 15.0 | Score: 9.0
2021-07-17 12:21:59,932 Episode: 148 | Current target score 15.0 | Score: 10.0
2021-07-17 12:22:00,045 Episode: 149 | Current target score 15.0 | Score: 10.0
2021-07-17 12:22:00,153 Episode: 150 | Current target score 15.0 | Score: 9.0
2021-07-17 12:22:00,385 Episode: 151 | Current target score 15.0 | Score: 9.0
2021-07-17 12:22:00,496 Episode: 152 | Current target score 15.0 | Score: 10.0
2021-07-17 12:22:00,605 Episode: 153 | Current target score 15.0 | Score: 8.0
