2021-07-17 12:14:40,116 Experiment dir : saves/DQN-NoTarget-20210717-121440
2021-07-17 12:14:40,117 Args: Namespace(gpu='0', save='DQN-NoTarget', max_episodes=200, with_buffer=True, with_target=False)
2021-07-17 12:14:40,146 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:14:40,149 training_params: {'batch_size': 256, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 1, 'grad_clip': 0.1}
2021-07-17 12:14:40,379 Episode: 1 | Current target score 0 | Score: 34.0
2021-07-17 12:14:40,556 Episode: 2 | Current target score 34.0 | Score: 13.0
2021-07-17 12:14:40,619 Episode: 3 | Current target score 34.0 | Score: 20.0
2021-07-17 12:14:40,715 Episode: 4 | Current target score 34.0 | Score: 17.0
2021-07-17 12:14:40,780 Episode: 5 | Current target score 34.0 | Score: 13.0
2021-07-17 12:14:40,842 Episode: 6 | Current target score 34.0 | Score: 10.0
2021-07-17 12:14:40,897 Episode: 7 | Current target score 34.0 | Score: 10.0
2021-07-17 12:14:40,958 Episode: 8 | Current target score 34.0 | Score: 16.0
2021-07-17 12:14:41,018 Episode: 9 | Current target score 34.0 | Score: 15.0
2021-07-17 12:14:41,081 Episode: 10 | Current target score 34.0 | Score: 15.0
2021-07-17 12:14:41,159 Episode: 11 | Current target score 34.0 | Score: 9.0
2021-07-17 12:14:41,241 Episode: 12 | Current target score 34.0 | Score: 13.0
2021-07-17 12:14:41,318 Episode: 13 | Current target score 34.0 | Score: 24.0
2021-07-17 12:14:41,383 Episode: 14 | Current target score 34.0 | Score: 16.0
2021-07-17 12:14:41,452 Episode: 15 | Current target score 34.0 | Score: 19.0
2021-07-17 12:14:41,539 Episode: 16 | Current target score 34.0 | Score: 23.0
2021-07-17 12:14:41,622 Episode: 17 | Current target score 34.0 | Score: 11.0
2021-07-17 12:14:41,785 Episode: 18 | Current target score 34.0 | Score: 13.0
2021-07-17 12:14:41,874 Episode: 19 | Current target score 34.0 | Score: 10.0
2021-07-17 12:14:41,968 Episode: 20 | Current target score 34.0 | Score: 13.0
2021-07-17 12:14:42,068 Episode: 21 | Current target score 34.0 | Score: 13.0
