2021-07-17 12:15:11,769 Experiment dir : saves/DQN-NoTarget-20210717-121511
2021-07-17 12:15:11,770 Args: Namespace(gpu='0', save='DQN-NoTarget', max_episodes=200, with_buffer=True, with_target=False)
2021-07-17 12:15:11,775 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:15:11,776 training_params: {'batch_size': 256, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 1, 'grad_clip': 0.1}
2021-07-17 12:15:12,003 Episode: 1 | Current target score 0 | Score: 30.0
2021-07-17 12:15:12,194 Episode: 2 | Current target score 30.0 | Score: 16.0
2021-07-17 12:15:12,277 Episode: 3 | Current target score 30.0 | Score: 15.0
2021-07-17 12:15:12,376 Episode: 4 | Current target score 30.0 | Score: 24.0
2021-07-17 12:15:12,442 Episode: 5 | Current target score 30.0 | Score: 25.0
2021-07-17 12:15:12,514 Episode: 6 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:12,575 Episode: 7 | Current target score 30.0 | Score: 25.0
2021-07-17 12:15:12,641 Episode: 8 | Current target score 30.0 | Score: 42.0
2021-07-17 12:15:12,724 Episode: 9 | Current target score 30.0 | Score: 16.0
2021-07-17 12:15:12,820 Episode: 10 | Current target score 30.0 | Score: 13.0
2021-07-17 12:15:12,895 Episode: 11 | Current target score 30.0 | Score: 14.0
2021-07-17 12:15:12,951 Episode: 12 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:13,020 Episode: 13 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:13,112 Episode: 14 | Current target score 30.0 | Score: 14.0
2021-07-17 12:15:13,195 Episode: 15 | Current target score 30.0 | Score: 19.0
2021-07-17 12:15:13,326 Episode: 16 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:13,426 Episode: 17 | Current target score 30.0 | Score: 14.0
2021-07-17 12:15:13,509 Episode: 18 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:13,592 Episode: 19 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:13,678 Episode: 20 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:13,760 Episode: 21 | Current target score 30.0 | Score: 13.0
2021-07-17 12:15:13,833 Episode: 22 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:13,897 Episode: 23 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:13,959 Episode: 24 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:14,037 Episode: 25 | Current target score 30.0 | Score: 14.0
2021-07-17 12:15:14,121 Episode: 26 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:14,217 Episode: 27 | Current target score 30.0 | Score: 13.0
2021-07-17 12:15:14,300 Episode: 28 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:14,391 Episode: 29 | Current target score 30.0 | Score: 13.0
2021-07-17 12:15:14,475 Episode: 30 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:14,566 Episode: 31 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:14,636 Episode: 32 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:14,712 Episode: 33 | Current target score 30.0 | Score: 12.0
2021-07-17 12:15:14,791 Episode: 34 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:14,864 Episode: 35 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:14,954 Episode: 36 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:15,034 Episode: 37 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:15,108 Episode: 38 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:15,175 Episode: 39 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:15,237 Episode: 40 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:15,303 Episode: 41 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:15,398 Episode: 42 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:15,477 Episode: 43 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:15,550 Episode: 44 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:15,619 Episode: 45 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:15,700 Episode: 46 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:15,782 Episode: 47 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:15,848 Episode: 48 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:15,913 Episode: 49 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:15,998 Episode: 50 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:16,309 Episode: 51 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:16,397 Episode: 52 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:16,497 Episode: 53 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:16,625 Episode: 54 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:16,734 Episode: 55 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:16,849 Episode: 56 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:16,942 Episode: 57 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,035 Episode: 58 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,130 Episode: 59 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,247 Episode: 60 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:17,373 Episode: 61 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,502 Episode: 62 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,601 Episode: 63 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,711 Episode: 64 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:17,795 Episode: 65 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:17,872 Episode: 66 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:17,961 Episode: 67 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:18,041 Episode: 68 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:18,116 Episode: 69 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,213 Episode: 70 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:18,303 Episode: 71 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,382 Episode: 72 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:18,461 Episode: 73 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,542 Episode: 74 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,636 Episode: 75 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,752 Episode: 76 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:18,881 Episode: 77 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:18,989 Episode: 78 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,088 Episode: 79 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,175 Episode: 80 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,257 Episode: 81 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:19,361 Episode: 82 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,449 Episode: 83 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,522 Episode: 84 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:19,625 Episode: 85 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:19,711 Episode: 86 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:19,787 Episode: 87 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:19,893 Episode: 88 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:19,979 Episode: 89 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,064 Episode: 90 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:20,162 Episode: 91 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,244 Episode: 92 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:20,327 Episode: 93 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,421 Episode: 94 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:20,505 Episode: 95 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,588 Episode: 96 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:20,684 Episode: 97 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,769 Episode: 98 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,855 Episode: 99 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:20,957 Episode: 100 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:21,141 Episode: 101 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:21,244 Episode: 102 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:21,330 Episode: 103 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:21,421 Episode: 104 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:21,521 Episode: 105 | Current target score 30.0 | Score: 11.0
2021-07-17 12:15:21,611 Episode: 106 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:21,724 Episode: 107 | Current target score 30.0 | Score: 14.0
2021-07-17 12:15:21,811 Episode: 108 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:21,899 Episode: 109 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:21,986 Episode: 110 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:22,077 Episode: 111 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:22,167 Episode: 112 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:22,257 Episode: 113 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:22,347 Episode: 114 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:22,438 Episode: 115 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:22,525 Episode: 116 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:22,621 Episode: 117 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:22,716 Episode: 118 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:22,824 Episode: 119 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:22,936 Episode: 120 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:23,039 Episode: 121 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:23,139 Episode: 122 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:23,249 Episode: 123 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:23,348 Episode: 124 | Current target score 30.0 | Score: 8.0
2021-07-17 12:15:23,454 Episode: 125 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:23,552 Episode: 126 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:23,651 Episode: 127 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:23,746 Episode: 128 | Current target score 30.0 | Score: 9.0
2021-07-17 12:15:23,844 Episode: 129 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:23,939 Episode: 130 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:24,036 Episode: 131 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:24,132 Episode: 132 | Current target score 30.0 | Score: 10.0
2021-07-17 12:15:24,229 Episode: 133 | Current target score 30.0 | Score: 10.0
