2021-07-17 11:19:59,619 Experiment dir : saves/DQN-SOFT-20210717-111959
2021-07-17 11:19:59,619 Args: Namespace(gpu='0', save='DQN-SOFT', max_episodes=200, with_buffer=True, with_target=True)
2021-07-17 11:19:59,623 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 11:19:59,623 training_params: {'batch_size': 256, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'soft', 'tau': 0.01, 'target_update_period': 15, 'grad_clip': 0.1}
2021-07-17 11:19:59,800 Episode: 1 | Current target score 0 | Score: 27.0
2021-07-17 11:19:59,980 Episode: 2 | Current target score 27.0 | Score: 36.0
2021-07-17 11:20:00,053 Episode: 3 | Current target score 27.0 | Score: 19.0
2021-07-17 11:20:00,152 Episode: 4 | Current target score 27.0 | Score: 24.0
2021-07-17 11:20:00,215 Episode: 5 | Current target score 27.0 | Score: 24.0
2021-07-17 11:20:00,291 Episode: 6 | Current target score 27.0 | Score: 13.0
2021-07-17 11:20:00,358 Episode: 7 | Current target score 27.0 | Score: 13.0
2021-07-17 11:20:00,440 Episode: 8 | Current target score 27.0 | Score: 18.0
2021-07-17 11:20:00,497 Episode: 9 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:00,553 Episode: 10 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:00,610 Episode: 11 | Current target score 27.0 | Score: 46.0
2021-07-17 11:20:00,660 Episode: 12 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:00,738 Episode: 13 | Current target score 27.0 | Score: 15.0
2021-07-17 11:20:00,825 Episode: 14 | Current target score 27.0 | Score: 19.0
2021-07-17 11:20:00,898 Episode: 15 | Current target score 27.0 | Score: 16.0
2021-07-17 11:20:00,968 Episode: 16 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:01,046 Episode: 17 | Current target score 27.0 | Score: 19.0
2021-07-17 11:20:01,111 Episode: 18 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:01,183 Episode: 19 | Current target score 27.0 | Score: 16.0
2021-07-17 11:20:01,264 Episode: 20 | Current target score 27.0 | Score: 15.0
2021-07-17 11:20:01,336 Episode: 21 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:01,406 Episode: 22 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:01,462 Episode: 23 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:01,519 Episode: 24 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:01,577 Episode: 25 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:01,641 Episode: 26 | Current target score 27.0 | Score: 13.0
2021-07-17 11:20:01,699 Episode: 27 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:01,776 Episode: 28 | Current target score 27.0 | Score: 19.0
2021-07-17 11:20:01,836 Episode: 29 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:01,896 Episode: 30 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:01,958 Episode: 31 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,017 Episode: 32 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:02,078 Episode: 33 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:02,141 Episode: 34 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:02,208 Episode: 35 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,278 Episode: 36 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,345 Episode: 37 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:02,412 Episode: 38 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,482 Episode: 39 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:02,549 Episode: 40 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,614 Episode: 41 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:02,680 Episode: 42 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:02,748 Episode: 43 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:02,812 Episode: 44 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:02,879 Episode: 45 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:02,946 Episode: 46 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:03,015 Episode: 47 | Current target score 27.0 | Score: 11.0
2021-07-17 11:20:03,080 Episode: 48 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,149 Episode: 49 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:03,215 Episode: 50 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:03,399 Episode: 51 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:03,475 Episode: 52 | Current target score 27.0 | Score: 12.0
2021-07-17 11:20:03,545 Episode: 53 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,612 Episode: 54 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,681 Episode: 55 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,751 Episode: 56 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,823 Episode: 57 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:03,897 Episode: 58 | Current target score 27.0 | Score: 10.0
2021-07-17 11:20:03,966 Episode: 59 | Current target score 27.0 | Score: 8.0
2021-07-17 11:20:04,039 Episode: 60 | Current target score 27.0 | Score: 9.0
2021-07-17 11:20:04,113 Episode: 61 | Current target score 27.0 | Score: 10.0
