2021-07-17 12:11:28,207 Experiment dir : saves/DQN-NoTarget-NoBuffer-20210717-121128
2021-07-17 12:11:28,207 Args: Namespace(gpu='0', save='DQN-NoTarget-NoBuffer', max_episodes=200, with_buffer=False, with_target=False)
2021-07-17 12:11:28,210 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:11:28,210 training_params: {'batch_size': 1, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 1, 'grad_clip': 0.1}
2021-07-17 12:11:28,389 Episode: 1 | Current target score 0 | Score: 17.0
2021-07-17 12:11:28,577 Episode: 2 | Current target score 17.0 | Score: 29.0
2021-07-17 12:11:28,663 Episode: 3 | Current target score 17.0 | Score: 37.0
2021-07-17 12:11:28,884 Episode: 4 | Current target score 17.0 | Score: 15.0
2021-07-17 12:11:28,975 Episode: 5 | Current target score 17.0 | Score: 29.0
2021-07-17 12:11:29,063 Episode: 6 | Current target score 17.0 | Score: 15.0
2021-07-17 12:11:29,140 Episode: 7 | Current target score 17.0 | Score: 14.0
2021-07-17 12:11:29,205 Episode: 8 | Current target score 17.0 | Score: 17.0
2021-07-17 12:11:29,278 Episode: 9 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:29,356 Episode: 10 | Current target score 17.0 | Score: 17.0
2021-07-17 12:11:29,414 Episode: 11 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:29,533 Episode: 12 | Current target score 17.0 | Score: 14.0
2021-07-17 12:11:29,626 Episode: 13 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:29,757 Episode: 14 | Current target score 17.0 | Score: 23.0
2021-07-17 12:11:29,863 Episode: 15 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:29,946 Episode: 16 | Current target score 17.0 | Score: 16.0
2021-07-17 12:11:30,012 Episode: 17 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:30,085 Episode: 18 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:30,174 Episode: 19 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:30,248 Episode: 20 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:30,320 Episode: 21 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:30,380 Episode: 22 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:30,431 Episode: 23 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:30,489 Episode: 24 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:30,559 Episode: 25 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:30,625 Episode: 26 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:30,691 Episode: 27 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:30,761 Episode: 28 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:30,851 Episode: 29 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:30,956 Episode: 30 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:31,059 Episode: 31 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:31,153 Episode: 32 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:31,265 Episode: 33 | Current target score 17.0 | Score: 14.0
2021-07-17 12:11:31,392 Episode: 34 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:31,576 Episode: 35 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:31,690 Episode: 36 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:31,784 Episode: 37 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:31,882 Episode: 38 | Current target score 17.0 | Score: 14.0
2021-07-17 12:11:31,967 Episode: 39 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:32,060 Episode: 40 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,147 Episode: 41 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,262 Episode: 42 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:32,366 Episode: 43 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,452 Episode: 44 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,566 Episode: 45 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:32,660 Episode: 46 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:32,732 Episode: 47 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:32,812 Episode: 48 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,882 Episode: 49 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:32,956 Episode: 50 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,154 Episode: 51 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:33,237 Episode: 52 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,334 Episode: 53 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,418 Episode: 54 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:33,485 Episode: 55 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:33,563 Episode: 56 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,631 Episode: 57 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:33,700 Episode: 58 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:33,766 Episode: 59 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,848 Episode: 60 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:33,922 Episode: 61 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:33,989 Episode: 62 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,057 Episode: 63 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,137 Episode: 64 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,212 Episode: 65 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,285 Episode: 66 | Current target score 17.0 | Score: 13.0
2021-07-17 12:11:34,362 Episode: 67 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,455 Episode: 68 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:34,532 Episode: 69 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:34,612 Episode: 70 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:34,708 Episode: 71 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,787 Episode: 72 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:34,864 Episode: 73 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:34,945 Episode: 74 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:35,027 Episode: 75 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,100 Episode: 76 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:35,177 Episode: 77 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,257 Episode: 78 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:35,343 Episode: 79 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,428 Episode: 80 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,510 Episode: 81 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,588 Episode: 82 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:35,669 Episode: 83 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,740 Episode: 84 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:35,814 Episode: 85 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,888 Episode: 86 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:35,969 Episode: 87 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:36,048 Episode: 88 | Current target score 17.0 | Score: 8.0
2021-07-17 12:11:36,122 Episode: 89 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,195 Episode: 90 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,270 Episode: 91 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,344 Episode: 92 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:36,423 Episode: 93 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:36,498 Episode: 94 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,575 Episode: 95 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,650 Episode: 96 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:36,728 Episode: 97 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,807 Episode: 98 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:36,886 Episode: 99 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:36,967 Episode: 100 | Current target score 17.0 | Score: 12.0
2021-07-17 12:11:37,145 Episode: 101 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:37,228 Episode: 102 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:37,307 Episode: 103 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:37,389 Episode: 104 | Current target score 17.0 | Score: 8.0
2021-07-17 12:11:37,472 Episode: 105 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:37,556 Episode: 106 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:37,643 Episode: 107 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:37,728 Episode: 108 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:37,813 Episode: 109 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:37,899 Episode: 110 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:37,989 Episode: 111 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:38,075 Episode: 112 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:38,160 Episode: 113 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:38,245 Episode: 114 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:38,330 Episode: 115 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:38,418 Episode: 116 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:38,513 Episode: 117 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:38,604 Episode: 118 | Current target score 17.0 | Score: 10.0
2021-07-17 12:11:38,697 Episode: 119 | Current target score 17.0 | Score: 11.0
2021-07-17 12:11:38,786 Episode: 120 | Current target score 17.0 | Score: 9.0
2021-07-17 12:11:38,875 Episode: 121 | Current target score 17.0 | Score: 8.0
2021-07-17 12:11:38,969 Episode: 122 | Current target score 17.0 | Score: 10.0
