2021-07-17 12:21:24,324 Experiment dir : saves/DQN-SOFT-NoBuffer-20210717-122124
2021-07-17 12:21:24,325 Args: Namespace(gpu='0', save='DQN-SOFT-NoBuffer', max_episodes=200, with_buffer=False, with_target=True)
2021-07-17 12:21:24,329 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:21:24,329 training_params: {'batch_size': 1, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'soft', 'tau': 0.01, 'target_update_period': 15, 'grad_clip': 0.1}
2021-07-17 12:21:24,638 Episode: 1 | Current target score 0 | Score: 12.0
2021-07-17 12:21:24,834 Episode: 2 | Current target score 12.0 | Score: 28.0
2021-07-17 12:21:24,912 Episode: 3 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:25,016 Episode: 4 | Current target score 12.0 | Score: 17.0
2021-07-17 12:21:25,134 Episode: 5 | Current target score 12.0 | Score: 64.0
2021-07-17 12:21:25,219 Episode: 6 | Current target score 12.0 | Score: 38.0
2021-07-17 12:21:25,274 Episode: 7 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:25,326 Episode: 8 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:25,415 Episode: 9 | Current target score 12.0 | Score: 48.0
2021-07-17 12:21:25,505 Episode: 10 | Current target score 12.0 | Score: 44.0
2021-07-17 12:21:25,598 Episode: 11 | Current target score 12.0 | Score: 55.0
2021-07-17 12:21:25,650 Episode: 12 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:25,718 Episode: 13 | Current target score 12.0 | Score: 29.0
2021-07-17 12:21:25,780 Episode: 14 | Current target score 12.0 | Score: 19.0
2021-07-17 12:21:25,839 Episode: 15 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:25,907 Episode: 16 | Current target score 12.0 | Score: 20.0
2021-07-17 12:21:25,960 Episode: 17 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:26,021 Episode: 18 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:26,080 Episode: 19 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:26,138 Episode: 20 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:26,197 Episode: 21 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:26,256 Episode: 22 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:26,312 Episode: 23 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:26,385 Episode: 24 | Current target score 12.0 | Score: 33.0
2021-07-17 12:21:26,440 Episode: 25 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:26,498 Episode: 26 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:26,554 Episode: 27 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:26,613 Episode: 28 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:26,667 Episode: 29 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:26,725 Episode: 30 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:26,785 Episode: 31 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:26,840 Episode: 32 | Current target score 12.0 | Score: 8.0
2021-07-17 12:21:26,900 Episode: 33 | Current target score 12.0 | Score: 12.0
2021-07-17 12:21:26,958 Episode: 34 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:27,018 Episode: 35 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:27,095 Episode: 36 | Current target score 12.0 | Score: 26.0
2021-07-17 12:21:27,157 Episode: 37 | Current target score 12.0 | Score: 13.0
2021-07-17 12:21:27,217 Episode: 38 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:27,276 Episode: 39 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:27,337 Episode: 40 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:27,402 Episode: 41 | Current target score 12.0 | Score: 11.0
2021-07-17 12:21:27,465 Episode: 42 | Current target score 12.0 | Score: 9.0
2021-07-17 12:21:27,522 Episode: 43 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:27,579 Episode: 44 | Current target score 12.0 | Score: 8.0
2021-07-17 12:21:27,637 Episode: 45 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:27,696 Episode: 46 | Current target score 12.0 | Score: 10.0
2021-07-17 12:21:27,755 Episode: 47 | Current target score 12.0 | Score: 11.0
