2021-07-17 12:10:34,952 Experiment dir : saves/DQN-NoTarget-NoBuffer-20210717-121034
2021-07-17 12:10:34,952 Args: Namespace(gpu='0', save='DQN-NoTarget-NoBuffer', max_episodes=200, with_buffer=False, with_target=False)
2021-07-17 12:10:34,955 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:10:34,955 training_params: {'batch_size': 1, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 1, 'grad_clip': 0.1}
2021-07-17 12:10:35,129 Episode: 1 | Current target score 0 | Score: 26.0
2021-07-17 12:10:35,330 Episode: 2 | Current target score 26.0 | Score: 54.0
2021-07-17 12:10:35,411 Episode: 3 | Current target score 26.0 | Score: 22.0
2021-07-17 12:10:35,496 Episode: 4 | Current target score 26.0 | Score: 17.0
2021-07-17 12:10:35,563 Episode: 5 | Current target score 26.0 | Score: 23.0
2021-07-17 12:10:35,628 Episode: 6 | Current target score 26.0 | Score: 21.0
2021-07-17 12:10:35,695 Episode: 7 | Current target score 26.0 | Score: 28.0
2021-07-17 12:10:35,759 Episode: 8 | Current target score 26.0 | Score: 22.0
2021-07-17 12:10:35,823 Episode: 9 | Current target score 26.0 | Score: 24.0
2021-07-17 12:10:35,876 Episode: 10 | Current target score 26.0 | Score: 12.0
2021-07-17 12:10:35,928 Episode: 11 | Current target score 26.0 | Score: 16.0
2021-07-17 12:10:35,982 Episode: 12 | Current target score 26.0 | Score: 14.0
2021-07-17 12:10:36,037 Episode: 13 | Current target score 26.0 | Score: 16.0
2021-07-17 12:10:36,098 Episode: 14 | Current target score 26.0 | Score: 21.0
2021-07-17 12:10:36,169 Episode: 15 | Current target score 26.0 | Score: 17.0
2021-07-17 12:10:36,238 Episode: 16 | Current target score 26.0 | Score: 11.0
2021-07-17 12:10:36,322 Episode: 17 | Current target score 26.0 | Score: 15.0
2021-07-17 12:10:36,407 Episode: 18 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:36,492 Episode: 19 | Current target score 26.0 | Score: 14.0
2021-07-17 12:10:36,581 Episode: 20 | Current target score 26.0 | Score: 11.0
2021-07-17 12:10:36,651 Episode: 21 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:36,720 Episode: 22 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:36,789 Episode: 23 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:36,853 Episode: 24 | Current target score 26.0 | Score: 17.0
2021-07-17 12:10:36,908 Episode: 25 | Current target score 26.0 | Score: 12.0
2021-07-17 12:10:36,959 Episode: 26 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:37,072 Episode: 27 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:37,135 Episode: 28 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:37,198 Episode: 29 | Current target score 26.0 | Score: 11.0
2021-07-17 12:10:37,261 Episode: 30 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:37,320 Episode: 31 | Current target score 26.0 | Score: 8.0
2021-07-17 12:10:37,392 Episode: 32 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:37,454 Episode: 33 | Current target score 26.0 | Score: 11.0
2021-07-17 12:10:37,530 Episode: 34 | Current target score 26.0 | Score: 15.0
2021-07-17 12:10:37,616 Episode: 35 | Current target score 26.0 | Score: 11.0
2021-07-17 12:10:37,701 Episode: 36 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:37,779 Episode: 37 | Current target score 26.0 | Score: 8.0
2021-07-17 12:10:37,855 Episode: 38 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:37,933 Episode: 39 | Current target score 26.0 | Score: 13.0
2021-07-17 12:10:38,014 Episode: 40 | Current target score 26.0 | Score: 9.0
2021-07-17 12:10:38,103 Episode: 41 | Current target score 26.0 | Score: 12.0
2021-07-17 12:10:38,186 Episode: 42 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:38,255 Episode: 43 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:38,315 Episode: 44 | Current target score 26.0 | Score: 10.0
2021-07-17 12:10:38,373 Episode: 45 | Current target score 26.0 | Score: 10.0
