2021-07-17 12:17:51,129 Experiment dir : saves/DQN-HARD-NoBuffer-20210717-121751
2021-07-17 12:17:51,129 Args: Namespace(gpu='0', save='DQN-HARD-NoBuffer', max_episodes=200, with_buffer=False, with_target=True)
2021-07-17 12:17:51,134 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 12:17:51,134 training_params: {'batch_size': 1, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 15, 'grad_clip': 0.1}
2021-07-17 12:17:51,313 Episode: 1 | Current target score 0 | Score: 11.0
2021-07-17 12:17:51,484 Episode: 2 | Current target score 11.0 | Score: 11.0
2021-07-17 12:17:51,578 Episode: 3 | Current target score 11.0 | Score: 25.0
2021-07-17 12:17:51,685 Episode: 4 | Current target score 11.0 | Score: 18.0
2021-07-17 12:17:51,777 Episode: 5 | Current target score 11.0 | Score: 27.0
2021-07-17 12:17:51,876 Episode: 6 | Current target score 11.0 | Score: 23.0
2021-07-17 12:17:51,993 Episode: 7 | Current target score 11.0 | Score: 20.0
2021-07-17 12:17:52,066 Episode: 8 | Current target score 18.0 | Score: 13.0
2021-07-17 12:17:52,143 Episode: 9 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:52,230 Episode: 10 | Current target score 18.0 | Score: 17.0
2021-07-17 12:17:52,288 Episode: 11 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:52,356 Episode: 12 | Current target score 18.0 | Score: 22.0
2021-07-17 12:17:52,414 Episode: 13 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:52,475 Episode: 14 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:52,542 Episode: 15 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:52,683 Episode: 16 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:52,751 Episode: 17 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:52,821 Episode: 18 | Current target score 18.0 | Score: 18.0
2021-07-17 12:17:52,890 Episode: 19 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:53,014 Episode: 20 | Current target score 18.0 | Score: 23.0
2021-07-17 12:17:53,096 Episode: 21 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:53,170 Episode: 22 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:53,255 Episode: 23 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:53,351 Episode: 24 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:53,441 Episode: 25 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:53,652 Episode: 26 | Current target score 18.0 | Score: 13.0
2021-07-17 12:17:53,837 Episode: 27 | Current target score 18.0 | Score: 16.0
2021-07-17 12:17:53,944 Episode: 28 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:54,050 Episode: 29 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:54,121 Episode: 30 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:54,189 Episode: 31 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:54,263 Episode: 32 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:54,341 Episode: 33 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:54,414 Episode: 34 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:54,492 Episode: 35 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:54,580 Episode: 36 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:54,677 Episode: 37 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:54,756 Episode: 38 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:54,824 Episode: 39 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:54,889 Episode: 40 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:54,962 Episode: 41 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,033 Episode: 42 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,096 Episode: 43 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,160 Episode: 44 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,229 Episode: 45 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:55,295 Episode: 46 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:55,355 Episode: 47 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,412 Episode: 48 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:55,471 Episode: 49 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:55,536 Episode: 50 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:55,681 Episode: 51 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:55,745 Episode: 52 | Current target score 18.0 | Score: 12.0
2021-07-17 12:17:55,808 Episode: 53 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:55,875 Episode: 54 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:55,939 Episode: 55 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,004 Episode: 56 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:56,068 Episode: 57 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:56,134 Episode: 58 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:56,200 Episode: 59 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,269 Episode: 60 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,354 Episode: 61 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:56,437 Episode: 62 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,519 Episode: 63 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,597 Episode: 64 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:56,668 Episode: 65 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,737 Episode: 66 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,822 Episode: 67 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:56,900 Episode: 68 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:56,986 Episode: 69 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,063 Episode: 70 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:57,139 Episode: 71 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:57,216 Episode: 72 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,291 Episode: 73 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:57,367 Episode: 74 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,441 Episode: 75 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,519 Episode: 76 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,595 Episode: 77 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:57,676 Episode: 78 | Current target score 18.0 | Score: 14.0
2021-07-17 12:17:57,756 Episode: 79 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:57,836 Episode: 80 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:57,917 Episode: 81 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,000 Episode: 82 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,083 Episode: 83 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,158 Episode: 84 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:58,243 Episode: 85 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:58,326 Episode: 86 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:58,406 Episode: 87 | Current target score 18.0 | Score: 11.0
2021-07-17 12:17:58,486 Episode: 88 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,564 Episode: 89 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:58,642 Episode: 90 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,722 Episode: 91 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,801 Episode: 92 | Current target score 18.0 | Score: 8.0
2021-07-17 12:17:58,882 Episode: 93 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:58,962 Episode: 94 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:59,045 Episode: 95 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:59,130 Episode: 96 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:59,213 Episode: 97 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:59,300 Episode: 98 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:59,387 Episode: 99 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:59,474 Episode: 100 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:59,668 Episode: 101 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:59,757 Episode: 102 | Current target score 18.0 | Score: 10.0
2021-07-17 12:17:59,846 Episode: 103 | Current target score 18.0 | Score: 9.0
2021-07-17 12:17:59,938 Episode: 104 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:00,029 Episode: 105 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:00,121 Episode: 106 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:00,212 Episode: 107 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:00,306 Episode: 108 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:00,400 Episode: 109 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:00,493 Episode: 110 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:00,585 Episode: 111 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:00,678 Episode: 112 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:00,772 Episode: 113 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:00,866 Episode: 114 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:00,959 Episode: 115 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:01,053 Episode: 116 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:01,152 Episode: 117 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:01,252 Episode: 118 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:01,351 Episode: 119 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:01,455 Episode: 120 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:01,558 Episode: 121 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:01,660 Episode: 122 | Current target score 18.0 | Score: 8.0
2021-07-17 12:18:01,761 Episode: 123 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:01,866 Episode: 124 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:01,972 Episode: 125 | Current target score 18.0 | Score: 11.0
2021-07-17 12:18:02,074 Episode: 126 | Current target score 18.0 | Score: 9.0
2021-07-17 12:18:02,180 Episode: 127 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:02,285 Episode: 128 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:02,390 Episode: 129 | Current target score 18.0 | Score: 10.0
2021-07-17 12:18:02,494 Episode: 130 | Current target score 18.0 | Score: 9.0
