2021-07-17 11:27:48,236 Experiment dir : saves/DQN-HARD-20210717-112748
2021-07-17 11:27:48,236 Args: Namespace(gpu='0', save='DQN-HARD', max_episodes=200, with_buffer=True, with_target=True)
2021-07-17 11:27:48,238 network_params: {'state_dim': 4, 'action_dim': 2, 'hidden_dim': 64}
2021-07-17 11:27:48,238 training_params: {'batch_size': 256, 'gamma': 0.95, 'epsilon_start': 1.1, 'epsilon_end': 0.05, 'epsilon_decay': 0.95, 'target_update': 'hard', 'tau': 0.01, 'target_update_period': 15, 'grad_clip': 0.1}
2021-07-17 11:27:48,384 Episode: 1 | Current target score 0 | Score: 10.0
2021-07-17 11:27:48,527 Episode: 2 | Current target score 10.0 | Score: 15.0
2021-07-17 11:27:48,586 Episode: 3 | Current target score 10.0 | Score: 20.0
2021-07-17 11:27:48,654 Episode: 4 | Current target score 10.0 | Score: 20.0
2021-07-17 11:27:48,700 Episode: 5 | Current target score 10.0 | Score: 17.0
2021-07-17 11:27:48,746 Episode: 6 | Current target score 10.0 | Score: 13.0
2021-07-17 11:27:48,788 Episode: 7 | Current target score 13.0 | Score: 13.0
2021-07-17 11:27:48,834 Episode: 8 | Current target score 13.0 | Score: 16.0
2021-07-17 11:27:48,879 Episode: 9 | Current target score 13.0 | Score: 11.0
2021-07-17 11:27:48,926 Episode: 10 | Current target score 13.0 | Score: 12.0
2021-07-17 11:27:48,970 Episode: 11 | Current target score 13.0 | Score: 16.0
2021-07-17 11:27:49,017 Episode: 12 | Current target score 13.0 | Score: 14.0
2021-07-17 11:27:49,060 Episode: 13 | Current target score 13.0 | Score: 14.0
2021-07-17 11:27:49,105 Episode: 14 | Current target score 13.0 | Score: 16.0
2021-07-17 11:27:49,148 Episode: 15 | Current target score 13.0 | Score: 14.0
2021-07-17 11:27:49,192 Episode: 16 | Current target score 14.0 | Score: 8.0
2021-07-17 11:27:49,237 Episode: 17 | Current target score 14.0 | Score: 15.0
2021-07-17 11:27:49,296 Episode: 18 | Current target score 14.0 | Score: 8.0
2021-07-17 11:27:49,377 Episode: 19 | Current target score 14.0 | Score: 14.0
2021-07-17 11:27:49,439 Episode: 20 | Current target score 14.0 | Score: 11.0
2021-07-17 11:27:49,507 Episode: 21 | Current target score 14.0 | Score: 11.0
2021-07-17 11:27:49,595 Episode: 22 | Current target score 14.0 | Score: 10.0
2021-07-17 11:27:49,671 Episode: 23 | Current target score 14.0 | Score: 11.0
2021-07-17 11:27:49,728 Episode: 24 | Current target score 14.0 | Score: 8.0
2021-07-17 11:27:49,786 Episode: 25 | Current target score 14.0 | Score: 13.0
2021-07-17 11:27:49,846 Episode: 26 | Current target score 14.0 | Score: 13.0
2021-07-17 11:27:49,904 Episode: 27 | Current target score 14.0 | Score: 11.0
2021-07-17 11:27:49,960 Episode: 28 | Current target score 14.0 | Score: 10.0
2021-07-17 11:27:50,020 Episode: 29 | Current target score 14.0 | Score: 13.0
2021-07-17 11:27:50,082 Episode: 30 | Current target score 14.0 | Score: 12.0
2021-07-17 11:27:50,143 Episode: 31 | Current target score 14.0 | Score: 11.0
2021-07-17 11:27:50,201 Episode: 32 | Current target score 14.0 | Score: 9.0
2021-07-17 11:27:50,267 Episode: 33 | Current target score 14.0 | Score: 14.0
2021-07-17 11:27:50,343 Episode: 34 | Current target score 14.0 | Score: 11.0
